timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
2025-03-12 10:09:03.536785,-0.590,-0.175,-0.306,7.126,-161.639,-10.544
2025-03-12 10:09:03.590446,-0.598,-0.276,-0.397,17.082,-158.770,-11.208
2025-03-12 10:09:03.641531,-0.555,-0.242,-0.392,23.674,-145.075,-19.707
2025-03-12 10:09:03.692974,-0.544,-0.185,-0.337,23.461,-131.823,-29.107
2025-03-12 10:09:03.745057,-0.461,-0.095,-0.126,14.130,-156.931,-24.987
2025-03-12 10:09:03.796094,-0.478,0.010,-0.043,5.509,-214.328,-14.237
2025-03-12 10:09:03.848522,-0.468,-0.135,-0.088,0.961,-252.682,0.565
2025-03-12 10:09:03.900655,-0.536,-0.242,-0.160,5.272,-252.682,1.617
2025-03-12 10:09:03.952271,-0.579,-0.249,-0.031,7.248,-252.682,-5.730
2025-03-12 10:09:04.004284,-0.630,-0.129,0.086,1.129,-252.682,-0.076
2025-03-12 10:09:04.055891,-0.867,-0.148,0.135,-7.256,-252.682,4.273
2025-03-12 10:09:04.106460,-0.886,-0.260,-0.181,-1.762,-252.682,-2.358
2025-03-12 10:09:04.158194,-0.808,-0.331,-0.173,4.753,-252.682,-8.865
2025-03-12 10:09:04.210238,-0.727,-0.321,-0.036,6.256,-220.005,-7.469
2025-03-12 10:09:04.262762,-0.682,-0.218,0.156,-5.623,-179.789,2.083
2025-03-12 10:09:04.314889,-0.754,-0.104,0.321,-17.998,-190.890,10.414
2025-03-12 10:09:04.367492,-0.691,-0.109,0.335,-28.855,-201.480,24.689
2025-03-12 10:09:04.419463,-0.665,-0.194,0.440,-35.828,-219.432,35.660
2025-03-12 10:09:04.470976,-0.657,-0.274,0.450,-37.354,-252.232,40.925
2025-03-12 10:09:04.522777,-0.680,-0.314,0.361,-36.271,-252.682,34.142
2025-03-12 10:09:04.574284,-0.569,-0.350,0.354,-26.444,-246.403,20.851
2025-03-12 10:09:04.625398,-0.536,-0.267,0.468,-17.884,-232.403,22.545
2025-03-12 10:09:04.677995,-0.430,-0.261,0.610,-21.683,-224.475,22.019
2025-03-12 10:09:04.728654,-0.365,-0.382,0.656,-22.072,-212.406,17.136
2025-03-12 10:09:04.782180,-0.330,-0.390,0.732,-12.711,-216.197,8.118
2025-03-12 10:09:04.833991,-0.326,-0.333,0.924,-7.958,-240.299,-2.747
2025-03-12 10:09:04.886872,-0.308,-0.303,1.111,-15.869,-252.682,1.572
2025-03-12 10:09:04.938648,-0.327,-0.377,1.096,-17.998,-252.682,10.246
2025-03-12 10:09:04.990109,-0.255,-0.373,1.101,-12.200,-252.682,19.806
2025-03-12 10:09:05.042854,-0.080,-0.484,1.159,-4.509,-252.682,21.691
2025-03-12 10:09:05.094390,0.071,-0.425,1.319,9.201,-252.682,22.950
2025-03-12 10:09:05.147110,0.217,-0.380,1.373,22.934,-252.682,24.620
2025-03-12 10:09:05.199145,0.333,-0.465,1.384,40.261,-252.682,28.176
2025-03-12 10:09:05.250901,0.463,-0.440,1.311,57.404,-252.682,27.489
2025-03-12 10:09:05.303082,0.623,-0.418,1.224,64.889,-252.682,22.774
2025-03-12 10:09:05.354243,0.695,-0.376,1.226,59.991,-252.682,17.006
2025-03-12 10:09:05.405795,0.781,-0.330,1.217,48.569,-252.682,14.878
2025-03-12 10:09:05.457918,0.871,-0.311,1.205,33.486,-252.682,17.319
2025-03-12 10:09:05.509046,0.978,-0.303,1.197,24.865,-252.682,19.860
2025-03-12 10:09:05.560640,1.130,-0.311,1.181,22.164,-252.682,17.311
2025-03-12 10:09:05.612785,1.298,-0.293,1.180,25.444,-215.976,12.924
2025-03-12 10:09:05.665064,1.414,-0.284,1.165,26.886,-179.492,-0.977
2025-03-12 10:09:05.717056,1.470,-0.276,1.128,20.432,-147.623,-22.354
2025-03-12 10:09:05.768887,1.483,-0.297,1.033,15.229,-109.644,-47.265
2025-03-12 10:09:05.821284,1.460,-0.280,0.977,10.040,-80.957,-64.698
2025-03-12 10:09:05.872541,1.381,-0.237,0.957,3.273,-62.341,-70.352
2025-03-12 10:09:05.924971,1.342,-0.222,0.974,-3.075,-50.958,-71.481
2025-03-12 10:09:05.977637,1.322,-0.264,0.918,0.298,-43.824,-73.846
2025-03-12 10:09:06.029080,1.295,-0.270,0.852,10.994,-32.746,-75.586
2025-03-12 10:09:06.081500,1.245,-0.270,0.765,22.965,-11.696,-77.646
2025-03-12 10:09:06.133733,1.225,-0.239,0.648,34.768,16.678,-81.544
2025-03-12 10:09:06.185197,1.204,-0.236,0.565,43.717,46.693,-86.099
2025-03-12 10:09:06.237086,1.154,-0.214,0.535,42.977,66.079,-90.486
2025-03-12 10:09:06.288813,1.097,-0.181,0.518,31.853,85.138,-93.370
2025-03-12 10:09:06.342136,1.043,-0.204,0.444,23.758,100.443,-89.052
2025-03-12 10:09:06.393616,0.964,-0.201,0.337,25.322,123.148,-84.764
2025-03-12 10:09:06.445887,0.883,-0.163,0.286,32.288,159.297,-83.154
2025-03-12 10:09:06.498086,0.784,-0.115,0.223,38.231,201.495,-82.185
2025-03-12 10:09:06.549112,0.710,-0.123,0.203,38.712,246.059,-80.896
2025-03-12 10:09:06.600157,0.626,-0.103,0.205,36.057,247.318,-75.219
2025-03-12 10:09:06.652665,0.548,-0.086,0.215,28.168,247.318,-65.881
2025-03-12 10:09:06.703694,0.486,-0.110,0.185,17.319,247.318,-55.756
2025-03-12 10:09:06.755869,0.331,-0.077,0.253,7.782,247.318,-46.731
2025-03-12 10:09:06.809137,0.278,-0.036,0.292,-9.392,247.318,-37.102
2025-03-12 10:09:06.860496,0.169,-0.072,0.266,-23.812,247.318,-29.793
2025-03-12 10:09:06.913201,0.020,-0.061,0.215,-27.710,247.318,-22.049
2025-03-12 10:09:06.964780,-0.124,-0.057,0.210,-26.261,247.318,-13.596
