timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1232,-0.132688,-0.015194,0.868620,-2.612132,-0.815226,0.396345
1238,-0.131468,-0.012510,0.870573,-2.627400,-0.937372,0.381077
1243,-0.127807,-0.011533,0.875942,-2.657937,-0.998445,0.426881
1249,-0.126342,-0.012998,0.868864,-2.657937,-1.044250,0.243662
1254,-0.130003,-0.008361,0.871061,-2.627400,-0.967909,0.350540
1260,-0.134884,-0.013486,0.877894,-2.505254,-0.983177,0.457418
1266,-0.129759,-0.015194,0.878871,-2.703742,-0.922104,0.381077
1271,-0.132200,-0.012021,0.869596,-2.719010,-1.074787,0.457418
1277,-0.132200,-0.008117,0.869352,-2.688474,-0.967909,0.487955
1282,-0.131223,-0.014218,0.879359,-2.673205,-1.258006,0.167320
1288,-0.126098,-0.012998,0.871305,-2.657937,-0.906835,0.381077
1293,-0.136349,-0.018611,0.874233,-2.703742,-1.044250,0.289467
1299,-0.131712,-0.014462,0.873745,-2.841157,-1.105323,0.365808
1304,-0.137325,-0.011289,0.869352,-2.764815,-1.181665,0.350540
1310,-0.129759,-0.009581,0.878383,-2.657937,-1.090055,0.350540
1315,-0.126586,-0.017391,0.870085,-2.719010,-1.212201,0.442150
1321,-0.134640,-0.012510,0.873013,-2.657937,-1.105323,0.335272
1327,-0.128783,-0.011045,0.865203,-2.627400,-1.059519,0.350540
1332,-0.128295,-0.012510,0.864471,-2.642668,-0.906835,0.365808
1338,-0.129271,-0.019587,0.866912,-2.780083,-1.013714,0.457418
1343,-0.132200,-0.006164,0.876186,-2.581595,-0.937372,0.335272
1349,-0.131712,-0.012021,0.874478,-2.810620,-1.059519,0.426881
1354,-0.132932,-0.010069,0.881067,-2.719010,-1.151128,0.335272
1360,-0.134152,-0.012754,0.873257,-2.627400,-1.028982,0.365808
1365,-0.131468,-0.006408,0.880823,-2.795351,-0.906835,0.320003
1371,-0.130003,-0.012021,0.863739,-2.795351,-1.166397,0.411613
1377,-0.130491,-0.010313,0.868376,-2.688474,-1.090055,0.564296
1382,-0.130247,-0.014218,0.864471,-2.749546,-0.937372,0.396345
1388,-0.132688,-0.015926,0.875454,-2.688474,-0.998445,0.350540
1393,-0.136593,-0.007872,0.869596,-2.566327,-1.013714,0.350540
1399,-0.134152,-0.010069,0.867156,-2.688474,-0.967909,0.350540
1404,-0.132688,-0.018123,0.871061,-2.673205,-1.166397,0.426881
1410,-0.134884,-0.010801,0.870085,-2.673205,-1.044250,0.396345
1415,-0.135861,-0.012021,0.874233,-2.688474,-1.059519,0.503223
1421,-0.128295,-0.006652,0.863983,-2.749546,-1.028982,0.442150
1426,-0.125854,-0.012021,0.868376,-2.780083,-1.074787,0.411613
1432,-0.130003,-0.008361,0.870085,-2.780083,-0.967909,0.396345
1438,-0.128539,-0.013486,0.874966,-2.780083,-0.937372,0.365808
1443,-0.132932,-0.015682,0.879603,-2.764815,-1.105323,0.365808
1449,-0.136349,-0.012998,0.880823,-2.657937,-1.105323,0.381077
1454,-0.128783,-0.013486,0.872525,-2.719010,-0.967909,0.365808
1460,-0.133420,-0.012754,0.875942,-2.841157,-1.288543,0.426881
1465,-0.123658,-0.011289,0.873989,-2.673205,-1.044250,0.258930
1471,-0.132200,-0.013486,0.872769,-2.810620,-1.090055,0.503223
1476,-0.129271,-0.008117,0.877894,-2.764815,-1.028982,0.487955
1482,-0.131712,-0.012265,0.868864,-2.795351,-1.105323,0.426881
1488,-0.127319,-0.015194,0.876430,-2.780083,-1.028982,0.365808
1493,-0.130003,-0.013730,0.877162,-2.764815,-1.212201,0.442150
1499,-0.131956,-0.015926,0.869108,-2.703742,-1.151128,0.243662
1504,-0.132200,-0.012754,0.873257,-2.657937,-1.028982,0.304735
1510,-0.135617,-0.014218,0.883508,-2.825888,-1.044250,0.121516
1515,-0.136349,-0.012265,0.865447,-2.673205,-0.998445,0.457418
1521,-0.130247,-0.009581,0.872769,-2.642668,-1.242738,0.289467
1526,-0.127319,-0.012265,0.880823,-2.795351,-1.227470,0.381077
1532,-0.132688,-0.012510,0.866424,-2.764815,-1.258006,0.350540
1538,-0.129027,-0.004212,0.875454,-2.749546,-1.242738,0.243662
1543,-0.130003,-0.009825,0.869840,-2.688474,-1.258006,0.564296
1549,-0.127807,-0.014462,0.872525,-2.703742,-1.044250,0.518491
1554,-0.134396,-0.016170,0.867156,-2.825888,-1.044250,0.594833
1560,-0.135372,-0.012510,0.879359,-2.841157,-1.044250,0.442150
1565,-0.129027,-0.015682,0.868620,-2.841157,-1.028982,0.365808
1571,-0.128539,-0.011777,0.863495,-2.932766,-1.212201,0.411613
1576,-0.130979,-0.019587,0.864471,-2.764815,-1.303811,0.335272
1582,-0.131712,-0.009337,0.867644,-2.657937,-1.074787,0.320003
1587,-0.130491,-0.015438,0.876674,-2.825888,-1.242738,0.442150
1593,-0.135617,-0.011533,0.876430,-2.719010,-1.212201,0.335272
1599,-0.129271,-0.008117,0.868376,-2.749546,-1.258006,0.472686
1604,-0.135617,-0.016903,0.873501,-2.780083,-1.090055,0.411613
1610,-0.133664,-0.014950,0.871793,-2.627400,-1.288543,0.289467
1615,-0.133908,-0.009825,0.874722,-2.734278,-1.212201,0.350540
1621,-0.131956,-0.013730,0.873989,-2.642668,-1.135860,0.457418
1626,-0.134152,-0.015438,0.878871,-2.749546,-1.135860,0.549028
1632,-0.125610,-0.018367,0.873989,-2.719010,-1.273275,0.472686
1637,-0.129515,-0.012510,0.868132,-2.703742,-1.196933,0.579565
1643,-0.131712,-0.015438,0.865936,-2.734278,-1.135860,0.426881
1649,-0.127319,-0.007872,0.874478,-2.795351,-1.166397,0.503223
1654,-0.132688,-0.008361,0.867400,-2.810620,-1.196933,0.365808
1660,-0.128051,-0.016903,0.875210,-2.795351,-1.059519,0.274199
1665,-0.133420,-0.008849,0.866912,-2.810620,-1.273275,0.350540
1671,-0.132444,-0.009337,0.873501,-2.596863,-0.998445,0.365808
1676,-0.132200,-0.020807,0.873989,-2.673205,-1.028982,0.320003
1682,-0.125122,-0.012021,0.868620,-2.719010,-1.196933,0.381077
1687,-0.131712,-0.012265,0.874722,-2.703742,-1.120592,0.487955
1693,-0.128539,-0.012510,0.863007,-2.734278,-1.074787,0.594833
1699,-0.135372,-0.013486,0.861299,-2.780083,-0.906835,0.411613
1704,-0.133176,-0.012021,0.877894,-2.612132,-0.830494,0.213125
1710,-0.129515,-0.012510,0.867156,-2.596863,-1.090055,0.350540
1715,-0.134396,-0.009337,0.870573,-2.871693,-1.028982,0.472686
1721,-0.132444,-0.016903,0.883020,-2.764815,-1.120592,0.381077
1726,-0.122193,-0.015438,0.911818,-2.764815,-0.632006,0.426881
1732,-0.130491,-0.019831,0.846411,-2.474717,-0.998445,0.457418
1737,-0.126830,-0.014462,0.851536,-2.688474,-1.196933,0.518491
1743,-0.139033,-0.002015,0.856173,-2.825888,-1.135860,0.228394
1749,-0.140498,-0.004700,0.883264,-2.856425,-1.181665,0.335272
1754,-0.139277,-0.006896,0.892538,-2.780083,-0.983177,0.243662
